x, y, th, stamp, 
2.775381565093994, -4.35062837600708, 0.22704279044741404, 1728048741817289617, 
2.775381565093994, -4.35062837600708, 0.22704278104109646, 1728048741866364798, 
2.775381565093994, -4.35062837600708, 0.22704278204823042, 1728048741916397146, 
2.775381565093994, -4.35062837600708, 0.2270427924410707, 1728048741957481469, 
2.775381565093994, -4.35062837600708, 0.22704281397804627, 1728048742006253271, 
2.775381565093994, -4.35062837600708, 0.2270428928464005, 1728048742057367664, 
2.775381565093994, -4.35062837600708, 0.2270429225609294, 1728048742106703032, 
2.775381565093994, -4.35062837600708, 0.2270429359016379, 1728048742156687861, 
2.775381565093994, -4.35062837600708, 0.22704296101599356, 1728048742218606655, 
2.775381565093994, -4.35062837600708, 0.22704299097582623, 1728048742266417831, 
2.775381565093994, -4.35062837600708, 0.22704297221528355, 1728048742316344045, 
2.775381565093994, -4.35062837600708, 0.22704296518478198, 1728048742358401491, 
2.775381565093994, -4.35062837600708, 0.22704297016093586, 1728048742408278957, 
2.775381565093994, -4.35062837600708, 0.22704298786877913, 1728048742458373186, 
2.775381565093994, -4.35062837600708, 0.22704301771293128, 1728048742505868695, 
2.775381565093994, -4.35062837600708, 0.22704302000462367, 1728048742567829774, 
2.775381565093994, -4.35062837600708, 0.22704310146731105, 1728048742618523731, 
2.775381565093994, -4.35062837600708, 0.22704305069199715, 1728048742665406452, 
2.775381565093994, -4.35062837600708, 0.22704307398177295, 1728048742715593455, 
2.775381565093994, -4.35062837600708, 0.22704309867224137, 1728048742757378275, 
2.775381565093994, -4.35062837600708, 0.2270430851427627, 1728048742807341797, 
2.775381565093994, -4.35062837600708, 0.2270430593342413, 1728048742857380795, 
2.775381565093994, -4.35062837600708, 0.227043023829882, 1728048742905626779, 
2.775381565093994, -4.35062837600708, 0.22704302006932867, 1728048742966956772, 
2.775381565093994, -4.35062837600708, 0.22704303867368897, 1728048743017385793, 
2.775381565093994, -4.35062837600708, 0.22704304225318606, 1728048743064487257, 
2.775381565093994, -4.35062837600708, 0.22704303478865073, 1728048743113389585, 
2.775381565093994, -4.35062837600708, 0.22704300972172872, 1728048743157413908, 
2.775381565093994, -4.35062837600708, 0.22704299824452528, 1728048743206417847, 
2.775381565093994, -4.35062837600708, 0.22704295455328669, 1728048743257454142, 
2.775381565093994, -4.35062837600708, 0.2270432344228546, 1728048743305137824, 
2.775381565093994, -4.35062837600708, 0.2270433942340434, 1728048743366864704, 
2.775381565093994, -4.35062837600708, 0.22704328793918988, 1728048743417620473, 
2.775381565093994, -4.35062837600708, 0.2270434256185254, 1728048743468479308, 
2.775381565093994, -4.35062837600708, 0.2270435506210226, 1728048743514414903, 
2.775381565093994, -4.35062837600708, 0.22704347266473657, 1728048743557396136, 
2.775381565093994, -4.35062837600708, 0.22704359088736278, 1728048743606304140, 
2.775381565093994, -4.35062837600708, 0.22704354533048982, 1728048743657386230, 
2.775381565093994, -4.35062837600708, 0.22704354488816544, 1728048743707710241, 
2.775381565093994, -4.35062837600708, 0.22704358221907042, 1728048743753413130, 
2.775381565093994, -4.35062837600708, 0.22704358221907042, 1728048743817492717, 
2.775381565093994, -4.35062837600708, 0.22704351791630523, 1728048743867433654, 
2.775381565093994, -4.35062837600708, 0.2270434553062779, 1728048743913647857, 
2.775381565093994, -4.35062837600708, 0.22704328827124526, 1728048743957612777, 
2.7753844261169434, -4.350630760192871, 0.22707042475561154, 1728048744007642072, 
2.776766538619995, -4.350203514099121, 0.23068451385751929, 1728048744057395599, 
2.7804791927337646, -4.349165439605713, 0.24006822330774394, 1728048744107932483, 
2.7855489253997803, -4.347952842712402, 0.2522339173718753, 1728048744152521782, 
2.794567108154297, -4.345061302185059, 0.2755825847171506, 1728048744217827111, 
2.803647994995117, -4.3423051834106445, 0.29926556556099865, 1728048744266681449, 
2.81233549118042, -4.339388370513916, 0.3227638190569143, 1728048744312653968, 
2.82094144821167, -4.336240291595459, 0.3450887876185603, 1728048744357531193, 
2.8301877975463867, -4.332851409912109, 0.369571516406277, 1728048744407382634, 
2.8388798236846924, -4.3292460441589355, 0.3947435545958228, 1728048744457435105, 
2.8475613594055176, -4.3253865242004395, 0.4209809750764318, 1728048744507627583, 
2.8563930988311768, -4.321171283721924, 0.4474980571903383, 1728048744558323233, 
2.8668882846832275, -4.315672874450684, 0.47680377530564994, 1728048744617709621, 
2.8752267360687256, -4.311100482940674, 0.5010770031732686, 1728048744667711987, 
2.8836684226989746, -4.306239128112793, 0.5270740731897589, 1728048744718538575, 
2.8899190425872803, -4.3024163246154785, 0.5471418489516437, 1728048744757666571, 
2.8980252742767334, -4.297152996063232, 0.5718988076901782, 1728048744807433262, 
2.906059503555298, -4.291779041290283, 0.5973842052433239, 1728048744857453930, 
2.913942813873291, -4.285934925079346, 0.6219823546107, 1728048744907959178, 
2.9232468605041504, -4.279209136962891, 0.650525821131035, 1728048744968091860, 
2.9307589530944824, -4.273303508758545, 0.6763572914783743, 1728048745017430159, 
2.938150644302368, -4.2671661376953125, 0.7025455791032539, 1728048745067474011, 
2.945385694503784, -4.260801315307617, 0.7276832873351925, 1728048745118419918, 
2.9508485794067383, -4.25559663772583, 0.7471169341199845, 1728048745157587246, 
2.957911491394043, -4.2488627433776855, 0.7719490701115724, 1728048745207289863, 
2.9644408226013184, -4.242079734802246, 0.796493337843348, 1728048745257423216, 
2.9710817337036133, -4.234970569610596, 0.8223649382170494, 1728048745307965333, 
2.977477550506592, -4.228023052215576, 0.8485294705612908, 1728048745357914709, 
