acc_x, acc_y, angular_z, stamp, 
0.011938750743865967, 0.012155354022979736, 1.632955673490091e-10, 1728048857502295235, 
-0.002618551254272461, 0.004913926124572754, 1.4066754266790174e-10, 1728048857532583531, 
0.0078081488609313965, -0.016712725162506104, 1.0135735022182886e-10, 1728048857564917741, 
-0.004972338676452637, 0.0012578964233398438, 7.61902184557073e-11, 1728048857592184219, 
0.005423605442047119, 0.0011962652206420898, 2.8204551969610432e-11, 1728048857622071950, 
0.019624054431915283, -0.007667839527130127, -1.6029170224100244e-11, 1728048857652063495, 
0.035175323486328125, 0.0373225212097168, -4.814509443713769e-11, 1728048857682108535, 
-0.0065460205078125, 0.0014339685440063477, -9.128608903560621e-11, 1728048857711927605, 
0.01988959312438965, -0.002094566822052002, -9.632361844158612e-11, 1728048857741915918, 
-0.019823014736175537, 0.008732199668884277, -8.130200263755708e-11, 1728048857772873883, 
0.02481675148010254, 0.001568615436553955, -7.234392093749672e-11, 1728048857804508861, 
-0.0024412870407104492, -0.009214639663696289, -1.6009221186647123e-06, 1728048857841743085, 
-0.01159578561782837, 0.005119144916534424, -8.501596229521864e-11, 1728048857871975648, 
0.004434645175933838, -0.0326995849609375, -1.5775312235426243e-10, 1728048857901845483, 
0.02220308780670166, -0.023782789707183838, -1.937102196887235e-06, 1728048857932618309, 
-0.039058029651641846, -0.009311258792877197, -1.3965379812355215e-10, 1728048857964536946, 
0.0038704276084899902, -0.0073983073234558105, -8.196303691559575e-11, 1728048857991556361, 
0.005701720714569092, 0.0036115050315856934, 1.6572399747458686e-11, 1728048858021378748, 
0.0233917236328125, -0.001497030258178711, 0.0005336517160973988, 1728048858051312257, 
-0.0004534721374511719, 0.01660376787185669, 3.771318157022746e-05, 1728048858081335687, 
0.013853251934051514, -0.03900957107543945, -0.00014024015971445832, 1728048858110236823, 
-0.02924203872680664, 0.013099312782287598, -0.0001304849226519836, 1728048858141299520, 
-0.02928060293197632, -0.005109548568725586, 0.0003666482686738923, 1728048858172674348, 
0.023388445377349854, 0.005821526050567627, 0.0002103089191500553, 1728048858204132788, 
0.014814317226409912, 0.01502913236618042, -0.001118049252690763, 1728048858231428564, 
-0.02484959363937378, 0.0008134245872497559, 0.0007784844147647818, 1728048858260217219, 
-0.008417963981628418, 0.002608358860015869, 0.0007245047523925317, 1728048858291068272, 
0.0020092129707336426, -0.004479944705963135, 0.0009300831816405065, 1728048858320931498, 
0.012627840042114258, 0.008118629455566406, -0.0004930699487757443, 1728048858350911331, 
-0.0014652013778686523, -0.0008316636085510254, -0.00013754368249851152, 1728048858380812989, 
-0.04941248893737793, 0.002839207649230957, 0.0006850942797636002, 1728048858413612727, 
0.0016151070594787598, 0.013798415660858154, -0.0008587440725045878, 1728048858442973558, 
-0.005452156066894531, 0.02797645330429077, 0.0006544414581936489, 1728048858480588618, 
-0.0156707763671875, -0.02582317590713501, -0.00013325607724483425, 1728048858510557511, 
-0.0024740099906921387, -0.025675177574157715, -0.001190746268514029, 1728048858540792025, 
-0.009563326835632324, 0.006576597690582275, 0.0006944364436824835, 1728048858572978849, 
0.005075514316558838, 0.010136127471923828, 0.0006236367096091978, 1728048858600504693, 
0.005176961421966553, -0.03292137384414673, -0.0004890165338948025, 1728048858630366953, 
0.01919609308242798, -0.004309475421905518, -0.000497820028008826, 1728048858660300117, 
-0.029002130031585693, -0.0023995041847229004, -0.0004907710089387194, 1728048858690298705, 
0.0019814372062683105, -0.018708646297454834, 0.0011003854370749005, 1728048858720199187, 
0.000347137451171875, 0.036815762519836426, 0.000744050849825596, 1728048858750159611, 
0.003750622272491455, 0.006294369697570801, -0.00012900912943774446, 1728048858781575512, 
0.02879202365875244, 0.006002485752105713, -0.0011490263892389458, 1728048858812855557, 
-0.02123081684112549, 0.011311233043670654, 3.7226981105162036e-05, 1728048858840081304, 
0.006066799163818359, 0.02378183603286743, 3.985234337774455e-05, 1728048858869997741, 
0.013155043125152588, -0.017380177974700928, 0.001704429795108884, 1728048858898883347, 
-0.011072933673858643, 0.000622093677520752, -0.0004884157797930615, 1728048858928903786, 
0.006650149822235107, -0.021055161952972412, -0.0004765281350490676, 1728048858959798810, 
-0.012315154075622559, -0.008489727973937988, 0.0003861235305382247, 1728048858989746285, 
0.0037783384323120117, 0.008989393711090088, 0.001051195058562931, 1728048859020875476, 
-0.010569274425506592, 0.010579347610473633, 0.00037119733007383754, 1728048859052669057, 
0.01628977060317993, 0.02291738986968994, -0.0009353908069665222, 1728048859079623159, 
0.0035727620124816895, -0.03312176465988159, -0.000849754971506218, 1728048859109574261, 
-0.008828401565551758, -0.007901310920715332, 0.00022114448289259873, 1728048859139491317, 
0.012376904487609863, 0.00610804557800293, 0.0002108804641289064, 1728048859169451306, 
0.028064846992492676, -0.013898372650146484, -0.00014111579951710474, 1728048859199442200, 
-0.006819367408752441, 0.005737483501434326, -0.00013708954549600087, 1728048859229442638, 
-0.0012317895889282227, 0.02381032705307007, -0.0002957824965245927, 1728048859260880949, 
