acc_x, acc_y, angular_z, stamp, 
0.022070586681365967, -0.005443930625915527, 4.225147635145783e-12, 1728048741798574598, 
0.003838658332824707, 0.010947763919830322, 4.6586616013870855e-07, 1728048741830560983, 
-0.0051416754722595215, -0.015777409076690674, 2.8125115244188536e-11, 1728048741857312233, 
-0.007109105587005615, -0.024529099464416504, 4.974927177146049e-07, 1728048741887267700, 
-0.005475640296936035, 0.018884599208831787, 5.146873770334493e-07, 1728048741916224559, 
0.0052468180656433105, 0.015289306640625, 1.096243261898573e-10, 1728048741946213363, 
0.0035843849182128906, 0.029604792594909668, 4.966440927766523e-07, 1728048741976223374, 
-0.0198938250541687, 0.000635981559753418, 4.96219105237019e-07, 1728048742006257691, 
-0.005693316459655762, 0.014868378639221191, 6.184562027101383e-11, 1728048742039031750, 
0.0033246278762817383, -0.006872296333312988, 3.798297697719166e-11, 1728048742068657025, 
0.006752192974090576, 0.016130447387695312, -5.223431346773983e-07, 1728048742097184793, 
-0.002246856689453125, 0.013943850994110107, -4.977325069180313e-07, 1728048742127128027, 
-0.005986154079437256, -0.020430028438568115, -4.975302836549793e-07, 1728048742157086677, 
-0.0022574663162231445, -0.02216273546218872, -9.94095486767365e-07, 1728048742187069776, 
-0.0021953582763671875, -0.020248770713806152, -4.91676031547128e-07, 1728048742217382816, 
0.0066010355949401855, -0.0075397491455078125, -5.093008941438803e-07, 1728048742246645176, 
0.011965692043304443, 0.005141317844390869, -4.603258755208032e-07, 1728048742279019719, 
-0.02235591411590576, -0.003785550594329834, -5.458157836971155e-07, 1728048742306323093, 
-0.027731478214263916, 0.0016070008277893066, -4.97100828266837e-07, 1728048742336301475, 
-0.00961160659790039, 0.005113959312438965, -4.973562937070692e-07, 1728048742366264723, 
0.019179463386535645, 0.0014036893844604492, -4.98053332942372e-07, 1728048742396186914, 
0.019206225872039795, -0.025577008724212646, -4.984764569793991e-07, 1728048742426084294, 
-0.01131516695022583, 0.03385508060455322, -4.2449205290278724e-11, 1728048742456101449, 
0.008626759052276611, -0.003980815410614014, -4.808113094341681e-07, 1728048742487095084, 
-0.0037249326705932617, 0.004886269569396973, -4.6941481834877696e-07, 1728048742518840799, 
0.0015159845352172852, -0.020308375358581543, -5.496965139337312e-07, 1728048742545949624, 
-0.012897491455078125, 0.002970457077026367, -4.980077043057496e-07, 1728048742575872156, 
-0.04314929246902466, -0.007771670818328857, -4.964361832457661e-07, 1728048742605888545, 
0.022018492221832275, 0.017489850521087646, 3.714048772719847e-11, 1728048742635807219, 
0.006111860275268555, -0.0021932125091552734, 5.2857922677618546e-11, 1728048742665735062, 
0.01881617307662964, 0.00874471664428711, 2.282001914840651e-11, 1728048742695778861, 
0.009808599948883057, -0.030560076236724854, 4.818252936335628e-07, 1728048742726704882, 
-0.002784430980682373, 0.012845218181610107, 4.668763861337107e-07, 1728048742758617318, 
0.00987333059310913, 0.005814850330352783, 1.1022484238232038e-06, 1728048742785652233, 
0.017012476921081543, 0.00048148632049560547, 1.9866304154966883e-06, 1728048742815653534, 
0.013256549835205078, -0.004926085472106934, 2.4984073909349812e-06, 1728048742845473776, 
-0.060333430767059326, 0.007735013961791992, 1.9914900542824546e-06, 1728048742875402196, 
-0.015050053596496582, 0.004171192646026611, 9.969872071587755e-07, 1728048742905291043, 
0.01221400499343872, -0.0299224853515625, 9.900274250214055e-07, 1728048742935388961, 
0.0032204389572143555, -0.008168816566467285, 1.8872411787407184e-06, 1728048742966968764, 
0.015933752059936523, -0.0043274760246276855, 2.4601641410305707e-06, 1728048742997250615, 
0.0034061670303344727, 0.006603240966796875, 2.6720759913146736e-06, 1728048743025130349, 
0.016035020351409912, 0.028173208236694336, 2.488435297196072e-06, 1728048743055067148, 
0.05549204349517822, -0.015097618103027344, 2.49143675019557e-06, 1728048743084968458, 
-0.027254164218902588, -0.015096962451934814, 2.5714853005919336e-06, 1728048743113939801, 
-0.025567471981048584, -0.02569115161895752, 2.408132944002755e-06, 1728048743144876127, 
-0.02181464433670044, -0.009265542030334473, 2.475647091060507e-06, 1728048743174967978, 
