acc_x, acc_y, angular_z, stamp, 
-0.01364225149154663, -0.020455121994018555, -1.7282814824544536e-11, 1728048617040436603, 
-0.018687129020690918, -0.014863431453704834, 2.198099575936242e-06, 1728048617067551743, 
-0.0006975531578063965, 0.011978566646575928, -2.0380671315740068e-10, 1728048617097443821, 
-0.0043544769287109375, -0.0007791519165039062, -1.8871011694596256e-10, 1728048617127381955, 
0.004393875598907471, 0.020614683628082275, 1.9922471648339104e-06, 1728048617157298527, 
-0.020623624324798584, 0.0007540583610534668, -4.940575272111754e-11, 1728048617187300471, 
0.0027545690536499023, -0.010078191757202148, -6.53936739708542e-11, 1728048617218197207, 
0.03322631120681763, 0.007780134677886963, 1.9599735003386542e-06, 1728048617248606973, 
0.03302878141403198, 0.025590896606445312, -1.8928757543986085e-11, 1728048617281105274, 
-0.03900402784347534, -0.031986773014068604, 9.289049488104973e-11, 1728048617317120126, 
-0.0049100518226623535, 0.005812585353851318, 6.066156959415654e-11, 1728048617347032145, 
-0.026111245155334473, -0.0030941367149353027, 2.4676592825570494e-12, 1728048617376997361, 
0.019011080265045166, 0.005884349346160889, -6.617653160287957e-11, 1728048617409443338, 
0.028085291385650635, -0.019260942935943604, 1.9553790908140657e-06, 1728048617439924343, 
-0.01676243543624878, -0.006610274314880371, -1.0770118550046393e-10, 1728048617466931848, 
-0.03452754020690918, -0.0065378546714782715, -1.3283112280420082e-10, 1728048617495736823, 
0.017841815948486328, 0.03311169147491455, 1.9858437050520393e-06, 1728048617525748265, 
-0.008854508399963379, -0.008163273334503174, -2.6232455117111076e-10, 1728048617556681081, 
0.00375521183013916, -0.004537642002105713, -3.080653249217181e-10, 1728048617586638099, 
-0.01581859588623047, -0.0008661150932312012, 1.9877967483967285e-06, 1728048617616618435, 
0.0023102164268493652, -0.0009660720825195312, -3.0977019659936203e-10, 1728048617648687766, 
0.02561897039413452, 0.0026477575302124023, 1.9668732226466963e-06, 1728048617678987169, 
0.02710777521133423, -0.02789485454559326, -1.114085529996317e-10, 1728048617731218019, 
0.017866134643554688, 0.0011318325996398926, 1.6967311127352707e-06, 1728048617766341711, 
0.0070154666900634766, 0.01929020881652832, -1.4706010360349797e-10, 1728048617796280120, 
-0.014480769634246826, 0.003126800060272217, -1.3154925106439142e-10, 1728048617826476965, 
0.008807480335235596, -0.009562373161315918, 1.9505261015782587e-06, 1728048617857033247, 
-0.004172980785369873, -0.025093138217926025, 0.0005354846509909272, 1728048617889090442, 
0.3499463200569153, 0.09022343158721924, 0.010896843814561831, 1728048617926028919, 
0.45696085691452026, 0.4367205500602722, 0.17602854445868613, 1728048617955991234, 
1.3181633949279785, 0.23838108777999878, 0.3125627190805634, 1728048617985942109, 
0.5776916742324829, -0.10757827758789062, 0.31413407362101087, 1728048618016423051, 
0.33691293001174927, 0.0422247052192688, 0.3759242205680938, 1728048618049191146, 
0.1459963321685791, 0.3458537459373474, 0.577821859944969, 1728048618075888846, 
0.7841386795043945, 0.44459962844848633, 0.6221941174151766, 1728048618105664558, 
0.8022310137748718, -0.16842913627624512, 0.7145939582243229, 1728048618135670654, 
-0.012479305267333984, -0.022637546062469482, 0.7679004368342518, 1728048618165624416, 
0.4867570400238037, 0.9940040111541748, 0.8595581425228136, 1728048618195517064, 
0.2051447033882141, 0.5897555351257324, 0.9572005371921813, 1728048618225553790, 
0.14378446340560913, -0.6531139016151428, 1.0256841244885544, 1728048618256458920, 
0.44269949197769165, -0.3675559163093567, 0.9870831580680746, 1728048618288794048, 
-0.11923420429229736, 0.6054970026016235, 1.1567479468778623, 1728048618315425942, 
-0.2865779399871826, 0.5714328289031982, 0.9880991826992078, 1728048618346067219, 
-0.15819501876831055, 0.20181608200073242, 1.036016273338654, 1728048618375332203, 
-0.2369018793106079, 0.4062212109565735, 1.0004348931486284, 1728048618405283144, 
-0.4361628293991089, 0.6315198540687561, 0.9369960844298196, 1728048618436094298, 
-0.07652860879898071, 0.3381168246269226, 0.9896930504130804, 1728048618465332036, 
0.15218883752822876, -0.1999625563621521, 0.947929172609634, 1728048618496904114, 
-0.05525612831115723, -0.16299021244049072, 0.9770573061086175, 1728048618527472017, 
0.23480886220932007, 0.29213976860046387, 1.0917656411633847, 1728048618555011275, 
-0.15933173894882202, 0.29449933767318726, 0.9918503846235608, 1728048618584942616, 
-0.280462384223938, 0.32359933853149414, 1.0122611624522775, 1728048618614836406, 
0.13326454162597656, 0.37417304515838623, 1.071194732007108, 1728048618643833583, 
-0.38833439350128174, -0.17941570281982422, 0.9817295729227122, 1728048618674797182, 
0.6062222719192505, -0.20950669050216675, 0.9688331942166762, 1728048618704760346, 
-0.15791016817092896, 0.04882001876831055, 0.9500608667683326, 1728048618736486748, 
-0.24455618858337402, 0.4708489179611206, 1.0978460643959664, 1728048618764692468, 
-0.055683016777038574, 0.2548806071281433, 1.0090164893396858, 1728048618794697980, 
-0.14259088039398193, 0.45506423711776733, 0.9766245868995741, 1728048618824510450, 
0.16947108507156372, 0.08700680732727051, 0.9338250388467181, 1728048618854482160, 
-0.3342810273170471, -0.8241212964057922, 0.9716561109397642, 1728048618884608000, 
0.5146833658218384, 0.07476693391799927, 0.9977062766448317, 1728048618914400832, 
0.54341721534729, 0.7085503935813904, 0.9583653359637075, 1728048618945035392, 
-0.41714465618133545, 0.5943096876144409, 0.9058715226232124, 1728048618977059196, 
-0.09564673900604248, 0.18839752674102783, 1.0756927557244311, 1728048619004287513, 
-0.5779443979263306, -0.3882606625556946, 0.9874148057815636, 1728048619034191010, 
0.5275660753250122, -0.1186227798461914, 0.9858819710449358, 1728048619064090858, 
-0.10329759120941162, 0.005529522895812988, 0.9977131078537427, 1728048619094104286, 
